zip code tabulation area,NAME,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,GEO_ID,B01003_001E,B19101C_001E,B19101C_001M,B19101C_002E,B19101C_002M,B19101C_003E,B19101C_003M,B19101C_004E,B19101C_004M,B19101C_005E,B19101C_005M,B19101C_006E,B19101C_006M,B19101C_007E,B19101C_007M,B19101C_008E,B19101C_008M,B19101C_009E,B19101C_009M,B19101C_010E,B19101C_010M,B19101C_011E,B19101C_011M,B19101C_012E,B19101C_012M,B19101C_013E,B19101C_013M,B19101C_014E,B19101C_014M,B19101C_015E,B19101C_015M,B19101C_016E,B19101C_016M,B19101C_017E,B19101C_017M,B19083_001E,B25003_001E,B25003_001M,B25003_002E,B25003_002M,B25003_003E,B25003_003M
93109,ZCTA5 93109,11069,987,8554,821,218,216,0,21,197,98,88,102,1032,368,980,310,696,287,284,110,860Z200US93109,11069,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5102,4567,312,2498,241,2069,270
92807,ZCTA5 92807,37270,1910,22400,1841,351,174,123,102,6580,759,27,29,2285,544,5504,1112,3325,958,2179,521,860Z200US92807,37270,38,49,0,29,12,18,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,26,45,0,29,0,29,0,29,0,29,0.4077,12640,593,10092,499,2548,353
92078,ZCTA5 92078,53542,1997,33161,2287,701,219,210,156,5573,776,69,102,4687,1338,9141,1917,5597,1874,3544,793,860Z200US92078,53542,100,77,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,37,54,16,26,0,32,47,43,0,32,0,32,0,32,0,32,0.4355,18327,616,13072,715,5255,583
95123,ZCTA5 95123,70279,2970,29098,2156,2598,694,563,245,18838,1863,35,45,6310,1020,12837,1532,7528,1217,5309,940,860Z200US95123,70279,161,90,12,18,0,32,0,32,0,32,0,32,0,32,0,32,0,32,20,31,0,32,0,32,30,36,14,22,0,32,61,60,24,31,0.4025,24251,741,14617,649,9634,623
92122,ZCTA5 92122,45437,2109,24997,1694,501,218,226,139,12754,1376,144,158,1457,486,5358,989,3110,948,2248,432,860Z200US92122,45437,73,100,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,65,99,8,13,0,29,0,29,0.4692,19706,643,6617,427,13089,665
94038,ZCTA5 94038,3016,457,2141,538,14,14,9,16,159,90,0,14,416,386,277,250,147,187,130,115,860Z200US94038,3016,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4291,988,161,954,162,34,40
95060,ZCTA5 95060,46024,1407,32781,1511,648,229,460,369,2578,550,82,91,3938,797,5537,945,3190,802,2347,421,860Z200US95060,46024,104,89,0,29,0,29,0,29,0,29,22,38,0,29,0,29,0,29,0,29,6,10,0,29,0,29,17,27,0,29,46,69,13,21,0.5165,18280,760,9484,584,8796,674
92880,ZCTA5 92880,75453,2458,22796,2381,5365,799,787,592,20794,1771,271,180,13938,2301,11502,1916,7233,1192,4269,1612,860Z200US92880,75453,154,104,8,17,0,32,0,32,0,32,0,32,0,32,0,32,0,32,5,12,0,32,0,32,37,54,64,71,0,32,3,6,37,50,0.3669,20092,782,15444,834,4648,546
91214,ZCTA5 91214,31707,1983,17351,1683,321,184,68,67,8557,1028,0,29,1864,704,3546,898,1988,845,1558,441,860Z200US91214,31707,9,19,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,9,19,0,29,0,29,0,29,0,29,0,29,0.4259,10638,657,7794,567,2844,425
90703,ZCTA5 90703,48607,259,7027,797,3262,869,196,138,30176,1196,232,205,2855,626,4859,806,2516,539,2343,520,860Z200US90703,48607,86,57,0,29,12,18,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,48,45,9,15,0,29,11,13,6,9,0.4167,15869,443,11829,474,4040,471
90017,ZCTA5 90017,28981,1820,5868,1176,3782,756,328,159,5312,673,0,25,11047,1323,2644,646,1915,620,729,223,860Z200US90017,28981,50,40,17,29,9,14,0,25,0,25,0,25,0,25,0,25,15,18,0,25,5,8,4,9,0,25,0,25,0,25,0,25,0,25,0.5118,14148,702,842,283,13306,764
92883,ZCTA5 92883,39071,2337,17709,2042,4121,773,214,167,4825,758,0,29,4346,1231,7856,1648,5317,1534,2539,796,860Z200US92883,39071,9,15,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,9,15,0,29,0,29,0,29,0.4373,12405,756,10066,689,2339,455
94122,ZCTA5 94122,57369,2705,21857,1487,1008,360,96,70,25678,1690,349,263,2171,740,6210,1194,2941,894,3269,621,860Z200US94122,57369,19,21,10,15,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,9,13,0.4547,22375,796,10891,636,11484,786
94949,ZCTA5 94949,18357,1069,10948,951,809,455,304,374,1351,378,0,21,2028,740,2917,817,1787,775,1130,353,860Z200US94949,18357,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4733,7226,375,4507,363,2719,335
91739,ZCTA5 91739,41722,2058,17637,2137,4029,753,385,225,8282,1216,155,131,4628,1089,6606,1200,5295,1060,1311,453,860Z200US91739,41722,99,70,0,29,0,29,25,40,0,29,0,29,8,12,0,29,0,29,0,29,22,30,0,29,0,29,0,29,0,29,14,22,30,39,0.4181,11823,547,8649,573,3174,440
93924,ZCTA5 93924,6046,687,5322,671,93,88,24,27,42,39,47,67,138,84,380,198,261,184,119,88,860Z200US93924,6046,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.4759,2627,289,2111,310,516,170
92705,ZCTA5 92705,48680,2177,23230,1722,615,267,154,116,5581,821,0,29,10878,1700,8222,1134,6116,1144,2106,544,860Z200US92705,48680,15,20,0,29,0,29,0,29,0,29,9,15,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,10,0.4922,15997,705,9838,536,6159,666
90012,ZCTA5 90012,37463,1723,8563,917,4723,614,347,163,13265,1092,51,42,6623,901,3891,596,2070,343,1821,459,860Z200US90012,37463,35,43,0,29,0,29,28,41,0,29,0,29,0,29,0,29,7,11,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.5257,15236,778,1249,239,13987,807
93106,ZCTA5 93106,5613,687,2673,428,71,64,18,26,1857,439,49,52,328,179,617,201,358,241,259,133,860Z200US93106,5613,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.4284,38,37,0,19,38,37
93730,ZCTA5 93730,13021,1211,7460,922,327,263,12,21,2964,654,41,50,670,358,1547,584,1099,522,448,231,860Z200US93730,13021,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4954,4852,390,3928,407,924,273
92649,ZCTA5 92649,35504,1744,25159,1548,223,114,63,67,3597,626,222,180,1139,383,5101,1077,2193,752,2908,758,860Z200US92649,35504,9,14,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,9,14,0.4536,14545,606,8445,489,6100,606
91775,ZCTA5 91775,23776,1356,5344,559,325,172,52,50,12345,949,23,37,3208,708,2479,532,1591,385,888,316,860Z200US91775,23776,12,19,0,25,0,25,0,25,0,25,0,25,0,25,0,25,12,19,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4482,8317,463,5425,371,2892,338
92630,ZCTA5 92630,66461,1046,35068,1533,1215,637,696,383,12793,1297,92,103,6245,1128,10352,1375,7212,1447,3140,593,860Z200US92630,66461,33,31,0,32,0,32,0,32,0,32,0,32,5,8,0,32,0,32,0,32,0,32,12,19,0,32,0,32,16,25,0,32,0,32,0.4371,23242,649,15833,815,7409,655
95148,ZCTA5 95148,45392,2094,7065,1195,1166,588,269,210,28306,1918,121,146,2877,766,5588,760,4264,727,1324,317,860Z200US95148,45392,66,49,11,18,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,4,6,0,29,0,29,4,7,39,42,8,17,0,29,0.3914,12111,495,9682,491,2429,376
95065,ZCTA5 95065,8031,936,5701,501,54,40,6,10,320,115,0,19,1147,779,803,218,456,191,347,113,860Z200US95065,8031,6,10,0,19,0,19,4,7,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,2,6,0,19,0.4629,2952,209,2063,193,889,177
94080,ZCTA5 94080,65036,369,17225,1621,1137,351,445,178,27807,1528,723,406,9382,1687,8317,1275,5627,1237,2690,521,860Z200US94080,65036,102,45,11,20,0,32,0,32,0,32,0,32,0,32,0,32,10,18,0,32,0,32,0,32,4,18,0,32,0,32,73,44,4,18,0.4473,22033,655,13391,654,8642,522
95128,ZCTA5 95128,33585,1759,15330,1457,1083,431,335,250,7536,970,154,117,4452,930,4695,842,2934,683,1761,583,860Z200US95128,33585,63,56,0,29,0,29,0,29,0,29,0,29,0,29,0,29,38,43,0,29,21,36,0,29,4,6,0,29,0,29,0,29,0,29,0.4666,14070,634,6229,504,7841,504
95003,ZCTA5 95003,24708,1413,19453,1365,82,68,83,72,804,243,111,111,1888,731,2287,571,1099,452,1188,331,860Z200US95003,24708,16,20,4,6,0,25,0,25,0,25,0,25,0,25,0,25,0,25,12,20,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4574,9846,500,7112,470,2734,377
94108,ZCTA5 94108,11008,954,3565,482,196,92,15,19,5886,771,0,21,484,268,862,280,297,181,565,218,860Z200US94108,11008,6,10,0,21,0,21,0,21,0,21,6,10,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5740,6326,447,578,152,5748,457
91607,ZCTA5 91607,30918,1879,18736,1684,2297,754,164,108,2430,653,35,53,2641,533,4615,1036,2344,851,2271,546,860Z200US91607,30918,32,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,13,0,29,0,29,24,37,0.4869,13929,603,4259,510,9670,541
92708,ZCTA5 92708,56358,54,24266,1427,657,315,280,142,20600,1497,470,385,3025,778,7060,1456,3931,1135,3129,680,860Z200US92708,56358,64,50,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,3,4,0,32,0,32,0,32,61,50,0.4324,18840,676,12462,702,6378,626
93105,ZCTA5 93105,25055,1237,18818,1172,355,261,308,183,801,244,17,26,1309,425,3447,654,2090,537,1357,379,860Z200US93105,25055,66,79,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,66,79,0.4734,10588,522,5678,380,4910,482
94018,ZCTA5 94018,3404,848,2878,769,0,14,11,17,64,79,0,14,289,308,162,149,153,148,9,14,860Z200US94018,3404,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4449,1390,311,1124,317,266,111
94020,ZCTA5 94020,1745,446,1296,347,0,14,1,4,141,176,0,14,161,163,146,194,15,25,131,189,860Z200US94020,1745,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.3375,762,242,605,236,157,81
94102,ZCTA5 94102,34983,1703,11476,1059,3430,603,854,302,10079,1027,319,286,4449,1089,4376,948,2410,588,1966,602,860Z200US94102,34983,213,129,25,21,4,8,0,29,0,29,24,65,0,29,0,29,0,29,0,29,92,78,13,20,18,31,0,29,32,47,0,29,5,8,0.5802,19543,971,1687,334,17856,942
92821,ZCTA5 92821,42196,1004,20685,1593,607,433,314,317,10309,1280,35,40,4386,923,5860,1512,3842,1384,2018,624,860Z200US92821,42196,57,55,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,19,30,0,29,34,45,4,13,0.4162,14784,530,8571,523,6213,476
94901,ZCTA5 94901,41095,1197,22217,1144,319,238,617,363,2378,481,160,165,10882,1699,4522,1126,3197,1002,1325,374,860Z200US94901,41095,206,125,0,29,0,29,0,29,38,60,0,29,0,29,25,42,50,80,33,52,0,29,0,29,10,17,0,29,25,39,0,29,25,26,0.5261,15663,543,7816,482,7847,501
95818,ZCTA5 95818,22798,1312,14457,928,798,275,330,327,2096,367,479,581,1198,469,3440,642,1601,514,1839,350,860Z200US95818,22798,79,74,0,25,0,25,0,25,0,25,0,25,0,25,0,25,49,67,0,25,0,25,0,25,0,25,24,37,0,25,6,9,0,25,0.4559,10647,539,6097,476,4550,421
94609,ZCTA5 94609,24854,1353,11032,1051,6257,1081,101,72,2566,466,28,33,1581,439,3289,629,875,276,2414,550,860Z200US94609,24854,17,21,4,7,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,21,0,25,0,25,0,25,0.4913,10998,542,3566,396,7432,493
94133,ZCTA5 94133,24753,1479,8853,811,704,351,194,156,11897,1202,62,73,894,339,2149,606,852,306,1297,508,860Z200US94133,24753,52,60,0,25,0,25,0,25,52,60,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.5901,12954,676,2264,316,10690,684
91101,ZCTA5 91101,20814,1107,9193,852,1481,590,186,138,4680,660,18,29,2372,648,2884,707,1649,610,1235,293,860Z200US91101,20814,31,34,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,22,31,0,25,0,25,9,13,0,25,0.4584,11332,625,1746,344,9586,571
94956,ZCTA5 94956,1158,281,1059,274,1,3,0,14,0,14,0,14,64,51,34,33,6,14,28,30,860Z200US94956,1158,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4775,678,168,425,138,253,86
95570,ZCTA5 95570,2480,348,2041,278,0,14,40,29,22,17,0,14,68,37,309,138,100,65,209,101,860Z200US95570,2480,11,11,0,14,0,14,1,2,0,14,1,3,0,14,0,14,0,14,0,14,8,9,0,14,1,3,0,14,0,14,0,14,0,14,0.4825,1092,136,760,98,332,119
92675,ZCTA5 92675,34998,79,21934,1191,190,144,217,178,1367,453,0,29,4870,1174,6420,1277,4947,1291,1473,557,860Z200US92675,34998,16,26,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,24,4,8,0,29,0,29,0.4527,12095,477,9498,559,2597,392
90041,ZCTA5 90041,27351,1660,10956,1027,423,210,347,175,6976,723,20,27,3907,685,4722,1142,2379,940,2343,662,860Z200US90041,27351,44,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,15,25,2,14,0,25,0,25,19,29,8,12,0.5018,9790,529,5220,458,4570,448
92676,ZCTA5 92676,1967,336,1696,303,0,14,0,14,89,69,0,14,49,33,133,54,95,50,38,22,860Z200US92676,1967,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.5133,732,77,657,76,75,45
90814,ZCTA5 90814,20676,1475,14024,1598,1281,385,189,107,1418,373,85,89,1259,401,2420,543,1404,431,1016,366,860Z200US90814,20676,36,48,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,6,10,0,25,0,25,30,46,0.4593,9521,472,2950,298,6571,423
92106,ZCTA5 92106,20863,1495,15943,1039,438,199,208,307,958,394,1,2,1325,818,1990,439,805,303,1185,331,860Z200US92106,20863,62,98,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,62,98,0.4800,7552,424,4501,356,3051,383
92688,ZCTA5 92688,43937,1146,27852,1695,486,185,73,68,5834,866,23,33,2811,860,6858,1167,3873,1045,2985,644,860Z200US92688,43937,15,19,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,11,0,29,9,17,0,29,0.3806,15958,597,11099,577,4859,491
95819,ZCTA5 95819,20173,1155,14177,947,518,161,78,66,1347,291,18,23,1368,294,2667,500,1127,336,1540,373,860Z200US95819,20173,28,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,5,7,0,25,23,36,0,25,0,25,0,25,0,25,0,25,0.4355,8332,537,5830,503,2502,341
92672,ZCTA5 92672,37470,2275,28338,1860,929,649,134,78,1217,373,111,81,1459,362,5282,978,3227,833,2055,521,860Z200US92672,37470,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4971,15293,792,7865,611,7428,617
95834,ZCTA5 95834,35062,2204,10166,1410,5610,1010,219,174,10290,1824,387,252,2898,832,5492,769,2595,689,2897,579,860Z200US95834,35062,46,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,31,40,0,29,15,15,0,29,0,29,0,29,0,29,0.4183,12598,615,6705,525,5893,598
91780,ZCTA5 91780,35136,673,6005,717,179,106,262,217,22779,1035,152,130,2400,645,3359,641,2010,548,1349,384,860Z200US91780,35136,67,55,0,29,4,8,0,29,9,14,0,29,0,29,0,29,0,29,0,29,0,29,11,18,0,29,0,29,43,49,0,29,0,29,0.4395,11336,423,7144,416,4192,435
91784,ZCTA5 91784,26900,1394,15860,1044,1225,539,160,104,3474,622,26,38,2364,634,3791,679,2462,489,1329,463,860Z200US91784,26900,32,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,7,12,12,16,13,14,0,25,0.3904,8962,381,7754,384,1208,231
95132,ZCTA5 95132,39605,1764,6377,727,654,253,474,242,25083,1706,0,29,3616,774,3401,652,1623,594,1778,430,860Z200US95132,39605,81,53,0,29,6,8,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,39,54,0,29,0,29,28,24,0,29,8,15,0.4220,11913,464,8883,518,3030,287
95524,ZCTA5 95524,1770,382,1666,379,0,14,4,6,0,14,0,14,0,14,100,60,63,45,37,41,860Z200US95524,1770,4,6,0,14,0,14,0,14,0,14,0,14,4,6,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.5256,709,156,567,158,142,74
91320,ZCTA5 91320,43628,1717,28885,1434,1043,372,103,91,5010,755,56,79,1624,523,6907,1255,4439,1137,2468,570,860Z200US91320,43628,10,17,0,29,0,29,0,29,0,29,10,17,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4207,15043,512,11617,513,3426,383
94132,ZCTA5 94132,27406,1688,7497,750,1749,512,120,92,13139,1420,77,71,2195,509,2629,557,931,255,1698,498,860Z200US94132,27406,19,21,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,11,17,0,25,0,25,8,13,0,25,0.5115,10686,775,4955,666,5731,466
93921,ZCTA5 93921,2459,572,2132,506,29,40,0,14,75,67,0,14,3,9,220,155,158,137,62,74,860Z200US93921,2459,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4647,1455,379,766,258,689,233
95050,ZCTA5 95050,39827,1679,16568,1132,1026,552,204,113,13240,1512,437,367,4653,882,3699,733,1954,544,1745,383,860Z200US95050,39827,144,93,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,18,33,106,79,20,29,0,29,0.4792,15552,792,6422,455,9130,783
92118,ZCTA5 92118,18495,1100,14632,1006,405,155,113,60,706,259,172,180,357,136,2110,363,1296,281,814,249,860Z200US92118,18495,5,7,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,7,0.4970,6989,419,3814,368,3175,305
94547,ZCTA5 94547,26245,42,4405,662,4903,804,16,20,11521,974,210,222,1991,435,3199,706,1490,461,1709,535,860Z200US94547,26245,5,9,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,5,9,0,25,0,25,0,25,0,25,0,25,0,25,0.4015,9319,349,7560,512,1759,341
92128,ZCTA5 92128,48492,2126,27358,1745,1217,487,58,71,13180,1125,143,120,1252,374,5284,842,2616,686,2668,519,860Z200US92128,48492,11,20,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,20,0,29,0.4038,20306,731,13297,637,7009,586
94587,ZCTA5 94587,68141,50,12221,1415,3627,794,571,253,38075,1726,588,241,6524,1051,6535,1148,3326,897,3209,663,860Z200US94587,68141,101,47,0,32,0,32,0,32,0,32,10,15,0,32,0,32,0,32,0,32,27,31,0,32,32,25,8,9,5,9,15,22,4,6,0.4188,21202,483,14215,547,6987,538
91104,ZCTA5 91104,35595,2258,15046,1222,2411,698,408,254,3666,723,0,29,7483,1169,6581,1340,4030,1112,2551,734,860Z200US91104,35595,99,70,0,29,0,29,0,29,0,29,0,29,0,29,12,18,0,29,0,29,10,17,0,29,37,42,0,29,33,52,4,6,3,6,0.4426,13490,665,7642,532,5848,527
95465,ZCTA5 95465,1154,309,969,288,0,14,15,14,42,47,23,25,80,75,25,25,15,24,10,12,860Z200US95465,1154,5,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,8,0,14,0,14,0,14,0.3700,525,118,335,89,190,99
94952,ZCTA5 94952,33339,1259,25322,1145,323,131,123,100,1050,385,47,60,2152,573,4322,1057,2695,895,1627,430,860Z200US94952,33339,28,32,0,29,0,29,0,29,0,29,17,27,11,18,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4725,13990,533,8387,429,5603,558
94704,ZCTA5 94704,24427,1615,9799,1320,1206,316,158,84,8984,849,27,34,1482,375,2771,618,851,381,1920,381,860Z200US94704,24427,34,41,6,10,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,28,40,0,25,0,25,0,25,0,25,0,25,0.5945,8262,623,964,199,7298,623
94607,ZCTA5 94607,27891,1360,7572,799,8541,993,225,130,6856,598,87,64,1879,488,2731,534,698,226,2033,449,860Z200US94607,27891,76,67,0,25,0,25,8,14,0,25,0,25,0,25,0,25,51,69,0,25,0,25,0,25,0,25,0,25,0,25,4,6,13,18,0.5255,12697,468,3869,352,8828,440
95549,ZCTA5 95549,1090,303,892,230,0,14,15,16,6,10,0,14,33,41,144,154,9,12,135,151,860Z200US95549,1090,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4130,362,85,276,80,86,54
90505,ZCTA5 90505,35605,1939,13655,1244,1002,430,122,136,14725,1760,0,29,1745,566,4356,818,1932,492,2424,621,860Z200US90505,35605,50,60,0,29,0,29,0,29,0,29,0,29,0,29,34,58,0,29,0,29,0,29,0,29,7,12,9,13,0,29,0,29,0,29,0.4452,13925,588,7530,458,6395,477
90740,ZCTA5 90740,24382,229,17525,571,278,140,155,96,3508,413,11,17,686,186,2219,413,1283,350,936,253,860Z200US90740,24382,79,62,0,25,0,25,0,25,0,25,46,53,0,25,0,25,0,25,0,25,12,22,0,25,0,25,16,23,5,9,0,25,0,25,0.5010,12752,452,9725,488,3027,328
95816,ZCTA5 95816,19079,1126,13917,1017,572,203,90,69,952,285,24,21,1184,268,2340,415,1379,380,961,220,860Z200US95816,19079,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4613,11085,594,3314,347,7771,554
91914,ZCTA5 91914,17036,1904,6606,1314,550,269,125,89,3065,563,0,21,1406,571,5284,1278,3720,1227,1564,416,860Z200US91914,17036,25,29,0,21,0,21,0,21,0,21,0,21,11,19,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,23,0.3434,4869,439,3795,305,1074,459
90503,ZCTA5 90503,43764,1965,16085,990,1751,627,118,89,18176,1271,86,84,2400,494,5148,1203,2792,1116,2356,446,860Z200US90503,43764,28,34,0,29,0,29,0,29,0,29,10,18,0,29,0,29,0,29,0,29,0,29,0,29,9,18,0,29,0,29,0,29,9,17,0.4174,17091,675,8973,533,8118,485
90623,ZCTA5 90623,15369,197,4857,610,523,276,34,57,7811,603,72,76,523,227,1549,355,772,289,777,248,860Z200US90623,15369,7,12,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,12,0,21,0,21,0,21,0,21,0,21,0.4861,5093,266,3478,266,1615,291
91206,ZCTA5 91206,32330,1534,23502,1647,510,271,39,44,4020,630,51,56,2147,600,2061,725,941,410,1120,535,860Z200US91206,32330,13,14,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,11,0,29,0,29,0,29,7,10,0,29,0,29,0,29,0.5018,12449,648,4804,502,7645,495
91355,ZCTA5 91355,28777,1509,19284,1505,755,292,197,136,3379,712,9,20,1482,465,3671,659,2188,562,1483,398,860Z200US91355,28777,18,20,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,4,7,14,18,0.4459,11788,526,7648,500,4140,488
92532,ZCTA5 92532,27268,1905,14529,1774,1882,717,100,66,2864,835,6,12,2832,930,5055,1305,3618,1093,1437,693,860Z200US92532,27268,51,48,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,51,48,0,25,0.3507,7933,561,6026,500,1907,366
90034,ZCTA5 90034,55120,2432,24910,1392,5329,1095,543,237,10124,1424,129,98,6755,1105,7330,1039,4850,995,2480,476,860Z200US90034,55120,151,75,0,32,0,32,0,32,0,32,0,32,4,7,9,15,0,32,11,17,18,28,12,23,53,60,12,20,0,32,13,14,19,26,0.4532,25628,1029,5291,523,20337,821
95133,ZCTA5 95133,28561,2235,3206,524,748,408,263,181,17542,1208,177,152,4127,939,2498,1430,1929,1390,569,217,860Z200US95133,28561,67,63,19,41,14,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,21,35,9,15,0,25,0,25,4,9,0,25,0.4641,8992,483,5213,377,3779,417
95630,ZCTA5 95630,77952,572,48514,1506,2292,941,254,137,15959,1337,177,122,2457,606,8299,1127,3873,861,4426,775,860Z200US95630,77952,2,3,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,2,3,0,32,0,32,0,32,0.4190,29215,615,20183,753,9032,669
90065,ZCTA5 90065,45075,2021,15467,1393,720,182,1206,371,6253,788,7,11,12631,1311,8791,1172,5689,1079,3102,515,860Z200US90065,45075,238,85,0,29,8,11,14,20,10,16,11,17,10,11,0,29,15,17,5,9,27,29,0,29,50,37,0,29,2,4,38,45,48,47,0.5120,16441,741,7716,541,8725,549
92008,ZCTA5 92008,27707,1369,19837,1099,292,160,529,390,2084,542,161,166,1327,786,3477,784,1696,580,1781,589,860Z200US92008,27707,140,118,0,25,0,25,65,100,0,25,0,25,24,35,0,25,0,25,0,25,0,25,36,48,15,24,0,25,0,25,0,25,0,25,0.4889,11814,558,5933,418,5881,568
