zip code tabulation area,NAME,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,GEO_ID,B01003_001E,B19101C_001E,B19101C_001M,B19101C_002E,B19101C_002M,B19101C_003E,B19101C_003M,B19101C_004E,B19101C_004M,B19101C_005E,B19101C_005M,B19101C_006E,B19101C_006M,B19101C_007E,B19101C_007M,B19101C_008E,B19101C_008M,B19101C_009E,B19101C_009M,B19101C_010E,B19101C_010M,B19101C_011E,B19101C_011M,B19101C_012E,B19101C_012M,B19101C_013E,B19101C_013M,B19101C_014E,B19101C_014M,B19101C_015E,B19101C_015M,B19101C_016E,B19101C_016M,B19101C_017E,B19101C_017M,B19083_001E,B25003_001E,B25003_001M,B25003_002E,B25003_002M,B25003_003E,B25003_003M
94027,ZCTA5 94027,7030,40,4909,334,57,54,4,6,1304,317,13,18,111,82,632,161,249,101,383,130,860Z200US94027,7030,4,6,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,6,0.5178,2275,151,1989,153,286,143
94022,ZCTA5 94022,19993,773,10266,741,16,32,22,28,8165,758,51,65,270,148,1203,243,364,173,839,209,860Z200US94022,19993,19,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,19,28,0.5045,7268,264,5862,304,1406,219
94301,ZCTA5 94301,17126,1106,10136,843,377,272,2,3,4478,647,55,54,187,83,1891,540,618,246,1273,481,860Z200US94301,17126,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5113,7080,423,3653,358,3427,352
94028,ZCTA5 94028,6645,633,5213,403,10,17,0,19,514,223,0,19,436,603,472,231,313,209,159,105,860Z200US94028,6645,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.4950,2625,238,2220,242,405,158
94024,ZCTA5 94024,23673,934,12529,922,326,295,3,35,8373,747,85,122,479,257,1878,465,861,417,1017,310,860Z200US94024,23673,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4765,8016,354,7063,395,953,186
90402,ZCTA5 90402,11178,751,8560,752,71,58,41,62,1257,520,0,21,120,150,1129,334,424,194,705,244,860Z200US90402,11178,23,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,13,18,30,0.5857,4742,310,3499,281,1243,272
92657,ZCTA5 92657,10224,843,7281,812,30,41,0,21,1985,489,11,19,163,134,754,341,374,245,380,216,860Z200US92657,10224,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5077,3810,285,2726,276,1084,284
90077,ZCTA5 90077,8158,1083,6355,1006,93,80,0,19,815,362,0,19,178,138,717,349,366,318,351,168,860Z200US90077,8158,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.5616,3225,293,2700,271,525,172
90272,ZCTA5 90272,21438,1655,17703,1726,198,154,0,25,1379,336,0,25,152,80,2006,480,582,218,1424,429,860Z200US90272,21438,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.5538,8282,440,6413,458,1869,282
95070,ZCTA5 95070,31383,352,10903,891,24,33,41,60,18392,924,0,29,164,109,1859,402,468,215,1391,323,860Z200US95070,31383,3,10,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,3,10,0,29,0,29,0.4751,11124,382,9636,412,1488,248
90094,ZCTA5 90094,12127,1118,6911,1145,1016,528,0,21,2051,526,0,21,394,253,1755,571,761,351,994,437,860Z200US90094,12127,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4535,6075,468,1746,385,4329,435
95030,ZCTA5 95030,12969,991,9565,933,77,52,0,21,2258,456,24,44,190,103,855,257,527,237,328,130,860Z200US95030,12969,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5185,5201,409,4045,378,1156,195
94708,ZCTA5 94708,11967,1009,9036,846,210,112,17,17,1085,250,54,76,271,135,1294,274,445,149,849,243,860Z200US94708,11967,5,8,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,8,0,21,0,21,0.4196,4754,284,3975,280,779,150
94539,ZCTA5 94539,52609,1954,6782,901,940,482,119,94,41291,1813,200,124,1304,448,1973,413,931,289,1042,285,860Z200US94539,52609,37,33,0,32,0,32,0,32,6,12,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,9,14,0,32,22,27,0,32,0.4018,16876,610,13436,598,3440,408
90067,ZCTA5 90067,3165,647,1925,386,101,147,0,14,616,258,0,14,0,14,523,325,127,103,396,306,860Z200US90067,3165,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.5502,1918,263,1188,263,730,252
91436,ZCTA5 91436,16424,1364,13319,1302,311,218,79,121,799,355,17,39,370,196,1529,596,717,426,812,414,860Z200US91436,16424,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5229,6012,459,4710,465,1302,280
94582,ZCTA5 94582,47182,1514,12478,1380,1838,587,179,116,28454,1394,187,198,676,289,3370,601,1079,367,2291,441,860Z200US94582,47182,101,100,0,29,0,29,0,29,37,51,0,29,0,29,0,29,0,29,0,29,0,29,0,29,59,83,0,29,0,29,0,29,5,9,0.4094,16166,575,11285,527,4881,506
94707,ZCTA5 94707,12728,848,9057,715,147,92,15,15,1842,429,8,11,170,103,1489,331,392,216,1097,322,860Z200US94707,12728,3,5,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,3,5,0.4620,5188,295,4511,294,677,188
92618,ZCTA5 92618,62296,3014,22519,2215,904,380,109,82,29971,1977,314,236,2504,1113,5975,989,2604,763,3371,755,860Z200US92618,62296,24,30,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,5,8,0,32,0,32,19,28,0.4750,24179,800,9555,749,14624,808
94306,ZCTA5 94306,27527,1416,12748,1246,659,301,104,83,10286,1129,31,46,1338,734,2361,646,917,319,1444,483,860Z200US94306,27527,19,24,0,25,8,14,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,11,19,0.5059,10794,458,5637,441,5157,452
90049,ZCTA5 90049,36735,1974,28351,1633,560,206,65,57,3338,579,55,88,572,199,3794,1116,2123,1097,1671,352,860Z200US90049,36735,4,7,0,29,0,29,0,29,0,29,0,29,4,7,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.5394,16605,635,8751,578,7854,356
90210,ZCTA5 90210,19652,1335,16179,1225,398,200,45,63,1295,380,0,21,253,129,1482,489,877,404,605,258,860Z200US90210,19652,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5934,8025,501,5748,443,2277,306
95120,ZCTA5 95120,38103,1908,17622,1141,371,185,125,69,15483,1345,153,238,1041,513,3308,629,1164,315,2144,581,860Z200US95120,38103,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4146,12583,538,11158,520,1425,282
90266,ZCTA5 90266,34584,53,25590,918,230,133,70,77,4757,906,38,45,445,172,3454,561,1499,355,1955,437,860Z200US90266,34584,13,15,6,9,7,12,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4808,13323,478,8810,487,4513,553
94563,ZCTA5 94563,19409,122,13243,720,77,51,70,67,3020,458,0,21,156,110,2843,601,680,211,2163,563,860Z200US94563,19409,38,56,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,56,0,21,0.4868,7349,305,6770,311,579,169
92617,ZCTA5 92617,22172,1748,8161,890,1347,533,161,117,7645,1054,13,10,1156,291,3689,888,1554,683,2135,686,860Z200US92617,22172,22,28,9,13,0,25,0,25,0,25,0,25,13,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.5689,4296,436,1370,239,2926,434
95138,ZCTA5 95138,19513,1777,4123,546,882,517,75,68,9678,918,95,93,1255,379,3405,1448,2475,1100,930,466,860Z200US95138,19513,25,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,11,18,0,21,0,21,0,21,12,20,2,4,0.4544,5638,318,4636,356,1002,241
94957,ZCTA5 94957,2151,341,1759,330,28,42,0,14,131,74,0,14,51,37,182,105,116,86,66,58,860Z200US94957,2151,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4818,709,89,591,83,118,50
92603,ZCTA5 92603,19264,1747,9835,1499,53,41,0,21,7659,1248,34,53,309,143,1374,359,565,322,809,232,860Z200US92603,19264,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4533,7379,491,4113,259,3266,534
94158,ZCTA5 94158,11206,1120,2868,652,1523,905,0,21,4771,928,132,162,690,415,1222,500,670,328,552,368,860Z200US94158,11206,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5175,4907,496,1772,446,3135,443
94618,ZCTA5 94618,16845,941,11591,869,570,261,36,31,2164,316,23,36,488,295,1973,398,659,190,1314,325,860Z200US94618,16845,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4645,7341,422,4845,350,2496,308
95014,ZCTA5 95014,61109,716,13505,950,605,515,219,160,43593,1363,184,156,546,188,2457,462,918,253,1539,372,860Z200US95014,61109,23,29,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,23,29,0,32,0.4503,21960,471,13051,524,8909,539
95135,ZCTA5 95135,20503,1540,5807,692,658,424,7,20,11672,1295,139,123,688,250,1532,534,759,356,773,319,860Z200US95135,20503,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4371,7583,483,6562,420,1021,258
95032,ZCTA5 95032,27682,982,18041,970,469,260,0,25,5715,787,0,25,894,380,2563,587,1210,436,1353,376,860Z200US95032,27682,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4953,10508,396,6601,486,3907,371
94043,ZCTA5 94043,32042,1366,13217,1079,958,701,176,142,10810,975,87,139,1695,509,5099,1231,2959,1226,2140,377,860Z200US94043,32042,16,15,0,29,0,29,0,29,0,29,0,29,0,29,7,10,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,9,14,0.4631,13257,501,5973,472,7284,547
94025,ZCTA5 94025,40230,865,23615,1211,1161,405,199,136,7068,729,129,103,3059,1220,4999,794,2591,631,2408,523,860Z200US94025,40230,52,57,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,26,32,50,0,29,7,12,0,29,0.5143,14318,489,8503,433,5815,476
94920,ZCTA5 94920,12682,419,10600,617,69,74,44,51,972,427,0,21,108,88,889,337,467,296,422,171,860Z200US94920,12682,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5282,4942,285,3607,259,1335,211
94611,ZCTA5 94611,39240,1434,23731,1141,2643,548,168,126,6971,802,103,77,893,265,4731,620,1124,285,3607,567,860Z200US94611,39240,10,17,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,17,0,29,0,29,0,29,0,29,0.4957,17840,579,10734,523,7106,480
94705,ZCTA5 94705,14149,1068,10209,1060,547,222,40,59,1488,310,2,13,501,270,1362,277,478,165,884,243,860Z200US94705,14149,2,4,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,2,4,0,21,0,21,0,21,0,21,0,21,0.4929,5823,367,3434,357,2389,274
91108,ZCTA5 91108,12464,100,2940,647,40,65,10,15,8515,704,16,27,129,115,814,287,397,211,417,181,860Z200US91108,12464,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4963,3934,390,3224,408,710,156
94065,ZCTA5 94065,11620,972,4821,531,58,54,29,44,5289,789,81,117,171,135,1171,312,371,159,800,265,860Z200US94065,11620,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4519,4617,269,3036,241,1581,285
92067,ZCTA5 92067,8245,1758,5255,713,81,94,0,19,815,452,0,19,86,99,2008,1339,1294,1244,714,526,860Z200US92067,8245,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.5032,2971,460,2805,453,166,129
92602,ZCTA5 92602,27358,2301,8727,1464,164,131,13,22,13169,1541,126,216,1061,477,4098,2370,2597,2293,1501,580,860Z200US92602,27358,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4336,9495,680,4287,472,5208,698
94304,ZCTA5 94304,4731,651,2709,612,60,57,21,29,1080,276,20,32,284,203,557,177,213,115,344,143,860Z200US94304,4731,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.5004,2117,247,512,149,1605,221
95391,ZCTA5 95391,25193,2493,6581,2433,1456,713,44,57,14002,1838,0,25,929,598,2181,905,269,262,1912,868,860Z200US95391,25193,30,38,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,23,0,25,0,25,0,25,17,27,0,25,0.3166,6630,631,4851,711,1779,528
92694,ZCTA5 92694,35019,1641,24715,1497,283,182,57,90,4713,834,35,44,799,347,4417,1061,1608,529,2809,840,860Z200US92694,35019,21,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,33,0.4438,11805,504,8779,581,3026,414
92625,ZCTA5 92625,12328,1395,9941,995,0,21,26,28,929,603,0,21,184,186,1248,624,705,470,543,440,860Z200US92625,12328,4,7,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,4,7,0,21,0.5283,5604,453,3513,350,2091,393
92823,ZCTA5 92823,5141,1003,1369,473,236,267,22,24,2230,690,0,19,403,253,881,416,575,378,306,179,860Z200US92823,5141,4,6,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,6,0.3645,1782,355,1421,345,361,141
94114,ZCTA5 94114,33627,1408,22891,1174,776,256,241,142,4617,623,71,72,919,281,4112,528,1662,362,2450,380,860Z200US94114,33627,74,46,0,29,0,29,0,29,27,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,15,0,29,37,29,0.4890,16804,757,7478,614,9326,679
94568,ZCTA5 94568,70542,45,19662,1357,2743,737,398,178,37719,1884,241,163,2103,703,7676,1331,2302,546,5374,1114,860Z200US94568,70542,67,42,5,8,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,6,11,0,32,13,21,0,32,0,32,1,3,42,34,0.3955,23811,521,15504,670,8307,630
94062,ZCTA5 94062,25944,1171,18784,1117,460,229,33,49,2337,450,36,39,860,280,3434,714,1712,475,1722,442,860Z200US94062,25944,18,26,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,18,26,0.5075,9740,480,6947,376,2793,394
92091,ZCTA5 92091,1215,314,955,263,0,14,0,14,140,134,0,14,23,37,97,126,0,14,97,126,860Z200US92091,1215,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.6166,663,160,517,165,146,69
92130,ZCTA5 92130,59768,2281,31542,1755,199,122,271,283,20009,1876,82,107,1603,726,6062,1076,2364,549,3698,837,860Z200US92130,59768,56,57,0,32,0,32,0,32,0,32,36,53,0,32,0,32,0,32,0,32,8,14,0,32,0,32,12,22,0,32,0,32,0,32,0.4553,21546,801,13354,949,8192,695
92620,ZCTA5 92620,61744,3138,17480,1988,968,546,185,134,36575,2737,108,98,1072,432,5356,1734,2370,1580,2986,838,860Z200US92620,61744,65,59,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,12,22,0,32,0,32,0,32,24,39,29,46,0,32,0.4494,21322,949,12016,865,9306,850
90290,ZCTA5 90290,5948,1064,4767,1049,89,90,0,19,228,126,0,19,368,371,496,237,108,80,388,228,860Z200US90290,5948,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.4821,2236,253,1665,243,571,185
90274,ZCTA5 90274,24988,442,15579,1152,812,530,8,9,6007,885,0,25,406,263,2176,497,857,351,1319,330,860Z200US90274,24988,5,8,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,5,8,0,25,0.5082,9182,440,8128,431,1054,187
91302,ZCTA5 91302,26205,1224,19974,1255,694,416,25,71,2862,696,0,25,464,225,2186,400,916,272,1270,309,860Z200US91302,26205,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.5521,9711,475,7061,437,2650,392
90265,ZCTA5 90265,15914,701,12469,852,181,103,40,39,746,198,0,21,846,346,1632,569,887,436,745,391,860Z200US90265,15914,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5609,6219,414,4881,416,1338,254
91011,ZCTA5 91011,20094,33,11529,784,163,106,10,15,6289,765,11,18,359,146,1733,388,657,296,1076,311,860Z200US91011,20094,10,15,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,15,0,25,0,25,0,25,0,25,0.4534,6403,263,5667,306,736,171
94904,ZCTA5 94904,13043,782,10278,703,77,60,20,24,886,285,15,34,688,241,1079,286,667,264,412,122,860Z200US94904,13043,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.5507,5651,320,3600,279,2051,238
90068,ZCTA5 90068,21569,1271,15708,960,1634,585,33,52,1336,380,51,59,842,398,1965,432,1026,324,939,247,860Z200US90068,21569,1,8,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,1,8,0.5392,12103,663,5464,491,6639,529
94941,ZCTA5 94941,32349,1285,26582,1221,348,204,18,26,1969,371,43,63,580,306,2809,519,1420,359,1389,334,860Z200US94941,32349,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.4888,12534,512,8348,462,4186,449
92014,ZCTA5 92014,13260,1012,10295,871,186,157,0,21,839,182,0,21,700,592,1240,306,422,202,818,265,860Z200US92014,13260,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4276,5753,458,4033,457,1720,331
92651,ZCTA5 92651,23477,284,19760,656,97,109,37,42,861,208,60,67,528,342,2134,405,1160,397,974,257,860Z200US92651,23477,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.5486,11141,407,7261,432,3880,506
91105,ZCTA5 91105,12546,908,7358,579,359,140,41,54,2342,469,12,24,744,368,1690,485,799,357,891,270,860Z200US91105,12546,9,15,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,9,15,0,21,0.4976,5771,365,3071,255,2700,299
94040,ZCTA5 94040,35581,1542,15435,1254,472,252,200,125,13504,1105,0,29,2273,708,3697,710,1544,435,2153,590,860Z200US94040,35581,31,31,0,29,0,29,0,29,5,11,0,29,0,29,11,19,0,29,0,29,0,29,0,29,0,29,9,15,0,29,6,11,0,29,0.4780,15347,639,5561,453,9786,600
94506,ZCTA5 94506,27261,1874,14209,1289,921,672,13,19,9213,1460,27,39,514,258,2364,520,919,298,1445,448,860Z200US94506,27261,11,18,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,11,18,0,25,0,25,0,25,0,25,0,25,0,25,0.4662,9294,591,8256,584,1038,229
94131,ZCTA5 94131,27809,1478,15207,952,1134,417,97,63,6433,947,21,33,1359,386,3558,573,1253,336,2305,484,860Z200US94131,27809,9,17,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,9,17,0,25,0,25,0,25,0,25,0.4608,12469,600,6737,449,5732,555
92127,ZCTA5 92127,50711,3580,25539,3153,1031,469,340,253,16372,1915,11,20,911,579,6507,1366,1816,482,4691,1298,860Z200US92127,50711,100,96,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,69,89,0,32,0,32,31,45,0,32,0,32,0,32,0,32,0.4435,16026,786,11598,858,4428,495
94129,ZCTA5 94129,3808,635,2208,333,35,34,9,16,206,99,0,14,194,149,1156,651,549,499,607,441,860Z200US94129,3808,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4252,1338,158,0,14,1338,158
95113,ZCTA5 95113,2443,524,889,244,155,118,168,249,727,343,2,9,144,99,358,210,187,138,171,122,860Z200US95113,2443,83,122,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,83,122,0,14,0,14,0.4437,1501,307,224,92,1277,298
94555,ZCTA5 94555,37500,1700,5342,833,581,225,101,65,27539,1650,175,146,1235,423,2527,636,1082,504,1445,427,860Z200US94555,37500,17,17,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,10,6,12,0,29,0,29,5,8,0.3913,11784,519,8166,514,3618,387
94087,ZCTA5 94087,58126,1948,19911,1232,918,310,429,313,30052,1807,28,45,2482,860,4306,781,1139,321,3167,772,860Z200US94087,58126,123,97,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,56,87,0,32,15,24,47,37,5,11,0.4697,20384,664,11293,528,9091,581
94549,ZCTA5 94549,28247,708,21248,954,259,151,21,23,2974,585,0,25,293,178,3452,620,1396,460,2056,526,860Z200US94549,28247,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0.4706,10291,369,8104,445,2187,315
94070,ZCTA5 94070,30696,282,18224,828,253,116,66,49,6694,687,249,211,1119,398,4091,686,1451,342,2640,586,860Z200US94070,30696,7,7,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,2,3,0,29,0,29,5,7,0.4750,11331,355,7820,391,3511,331
95033,ZCTA5 95033,9884,930,8005,852,8,15,0,19,593,170,0,19,275,158,1003,237,394,138,609,217,860Z200US95033,9884,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.4676,3869,425,3069,312,800,294
91604,ZCTA5 91604,32118,1613,22822,1633,1586,476,131,98,2761,472,0,29,909,322,3909,811,1781,521,2128,619,860Z200US91604,32118,35,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,24,0,29,19,21,0,29,0,29,0.5378,14848,769,6638,573,8210,712
90024,ZCTA5 90024,50830,1882,26772,1665,2332,625,187,93,13825,1102,170,114,3015,498,4529,925,1838,489,2691,574,860Z200US90024,50830,28,35,0,32,0,32,0,32,0,32,0,32,0,32,0,32,23,34,0,32,0,32,0,32,0,32,0,32,0,32,5,8,0,32,0.6335,16847,813,5417,553,11430,683
94107,ZCTA5 94107,30190,2116,14153,1481,862,285,51,52,9587,905,35,43,1849,567,3653,700,1665,547,1988,400,860Z200US94107,30190,3,10,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,3,10,0.4556,15761,1030,5746,609,10015,807
94041,ZCTA5 94041,15841,1331,7172,857,291,151,186,185,4253,531,0,21,1949,762,1990,645,984,391,1006,432,860Z200US94041,15841,26,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,17,31,0,21,0,21,0,21,9,17,0,21,0,21,0,21,0,21,0.4744,6652,399,2016,241,4636,355
90254,ZCTA5 90254,19248,25,14371,672,113,87,20,31,1428,319,8,13,498,157,2810,589,1013,481,1797,426,860Z200US90254,19248,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4892,8922,359,4527,379,4395,409
94010,ZCTA5 94010,42794,500,23642,1306,358,231,41,38,12754,1178,78,54,1962,523,3959,538,2175,461,1784,390,860Z200US94010,42794,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0.5254,16252,406,9854,447,6398,476
92782,ZCTA5 92782,29947,1668,11534,1412,624,427,118,104,12582,1778,0,25,1707,671,3382,639,1975,560,1407,394,860Z200US92782,29947,10,19,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,19,0.4482,11227,702,6945,546,4282,647
94305,ZCTA5 94305,17912,956,9085,892,861,231,87,57,4666,650,44,40,1011,222,2158,394,865,198,1293,371,860Z200US94305,17912,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.6074,3689,404,980,270,2709,295
94937,ZCTA5 94937,916,220,829,190,0,14,0,14,0,14,0,14,35,36,52,70,0,14,52,70,860Z200US94937,916,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.6198,565,121,433,132,132,64
